wikidata id
Q317096
Q668647
Q452935
Q679478
Q688912
Q668250
Q1354897
Q474938
Q2240300
Q458673
Q573643
Q689981
Q258518
Q670256
Q1277277
Q1011335
Q1011548
Q2241751
Q691966
Q453648
Q1623600
Q1013226
Q664292
Q2244176
Q1013078
Q1012375
Q971282
Q1011317
Q1476803
Q1014040
Q519524
Q1010936
Q1011758
Q1013686
Q1012170
Q1013259
Q866258
Q1014007
Q1016058
Q1010967
Q1013583
Q251766
Q14661772
Q1012107
Q1012684
Q1013390
Q1012057
Q1012097
Q1012273
Q1014035
Q1012564
Q1013941
Q1011294
Q1011313
Q1566608
Q1011842
Q1527890
Q1638048
Q1014666
Q1013345
Q1011323
Q2243562
Q1012249
Q1493269
Q1473523
Q2175166
Q265890
Q870167
Q254290
Q682449
Q1771163
Q455214
Q691947
Q1604828
Q688261
Q1534694
Q439584
Q1315504
Q1156041
Q1483036
Q1013891
Q1423722
Q1247344
Q4661682
Q1404205
Q685261
Q980405
Q1355887
Q870354
Q673786
Q665441
Q678484
Q382126
Q2970117
Q1015238
Q1013241
Q687130
Q1012010
Q680215
Q1108708
Q679579
Q1013043
Q1011782
Q685343
Q1013807
Q1013367
Q1013340
Q1438954
Q1404210
Q912500
Q1014149
Q1013429
Q1013681
Q1011254
Q1799141
Q1429472
Q1011846
Q1012938
Q1011319
Q1012608
Q1014188
Q1014596
Q537748
Q1012383
Q1011840
Q1013513
Q1014411
Q1013824
Q1011329
Q1012102
Q1013144
Q1012792
Q2460889
Q1012801
Q1011680
Q1013044
Q1014352
Q2175461
Q1014301
Q5503257
Q2175202
Q1011142
Q2175325
Q2970455
Q1551542
Q664376
Q683914
Q1652598
Q1014334
Q2968272
Q477138
Q359967
Q1010900
Q2175174
Q2246884
Q1537155
Q2231051
Q2175194
Q2968029
Q687290
Q1701908
Q683552
Q1015428
Q1094121
Q1108722
Q691236
Q1806013
Q1332077
Q683081
Q1013239
Q679553
Q5493931
Q2175272
Q1010836
Q1231232
Q2175480
Q2175168
Q1723316
Q1010963
Q5408410
Q687250
Q687225
Q225551
Q1011037
Q5638609
Q2175178
Q488281
Q2968320
Q2968214
Q2175273
Q2175376
Q1403097
Q2969752
Q5503254
Q2968859
Q684917
Q1370412
Q1456698
Q3662393
Q1014319
Q1157656
Q693822
Q1014091
Q2175245
Q1766397
Q1075497
Q4948642
Q691356
Q1480000
Q1012088
Q1666922
Q1526810
Q2968060
Q1416087
Q1357419
Q971167
Q2175247
Q1736132
Q2970063
Q663436
Q2175187
Q23784216
Q745681
Q2971473
Q2175365
Q1016000
Q25247951
Q1014494
Q433002
Q1014484
Q1757902
Q2175214
Q1013983
Q3533599
Q2175339
Q1012438
Q2175182
Q2175266
Q2971078
Q664346
Q339236
Q1421777
Q1600143
Q1013730
Q1011853
Q14553724
Q1011745
Q2175435
Q1157640
Q1011875
Q114510
Q2175371
Q1575815
Q1012791
Q2175459
Q2175317
Q1284411
Q691869
Q2969836
Q2968312
Q2969759
Q1763336
Q1652246
Q1801797
Q56649014
Q14538238
Q2175329
Q2175475
Q2969163
Q2175418
Q19276110
Q1013243
Q2968198
Q1231512
Q2175287
Q14538239
Q1011876
Q1013227
Q1011258
Q1576670
Q2175269
Q2175363
Q1541728
Q1624444
Q1334241
Q2175280
Q1466642
Q2175472
Q2175360
Q2175411
Q2175512
Q2175414
Q1441479
Q992548
Q2242245
Q1769649
Q16867546
Q2175337
Q2175180
Q2242189
Q2175191
Q7236968
Q1979319
Q175411
Q1012279
Q15127370
Q1552127
Q17041680
Q1554653
Q29883194
Q1010734
Q1560310
Q7363293
Q1013889
Q2175392
Q1010707
Q2971285
Q1013732
Q186586
Q1010994
Q2175385
Q1013327
Q2570563
Q383059
Q2664418
Q56526644
Q2970284
Q2175270
Q1262431
Q2273982
Q2970439
Q7178347
Q5594202
Q4818521
Q15225693
Q7897586
Q4898673
Q2175444
Q4907645
Q6950172
Q20012602
Q4848470
Q5456517
Q4848471
Q24294758
Q1485350
Q2175501
Q1505312
Q1659306
Q1700496
Q2242661
Q1704025
Q7909249
Q5506774
Q2175367
Q7564055
Q1014600
Q14757758
Q8074984
Q1012539
Q7998102
Q1011453
Q1011937
Q2240261
Q6420259
Q5118815
Q994795
Q5553647
Q7387495
Q15261844
Q2971343
Q3533653
Q1111009
Q1014030
Q2970983
Q2175234
Q4827245
Q1011871
Q4848432
Q4982668
Q2175404
Q1665132
Q23784083
Q5586285
Q1011695
Q1012857
Q6171988
Q1335263
Q5003066
Q6534487
Q2175448
Q1013356
Q1015229
Q19950929
Q2175322
Q2970347
Q7228180
Q20012427
Q2175278
Q3533327
Q7445682
Q1011946
Q6906665
Q4811846
Q14558523
Q11503134
Q1433803
Q881575
Q2167053
Q2175281
Q1010706
Q28969986
Q1715185
Q1015539
Q1170119
Q2967944
Q1499545
Q1727529
Q2175373
Q1012121
Q1048854
Q2175319
Q2175320
Q2175223
Q29652091
Q20012680
Q3662402
Q28969839
Q2175432
Q1013745
Q2971852
Q1613951
Q1013231
Q1010722
Q2175381
Q5331756
Q2175277
Q1806562
Q14622206
Q2968367
Q18326495
Q2970241
Q29034142
Q29928365
Q15213175
Q29650558
Q25964640
Q1012276
Q3533590
Q29882777
Q19362404
Q26822224
Q21100352
Q18482140
Q5951350
Q7376895
Q63348835
Q27864151
Q22484326
Q15843321
