wikidata id
Q317096
Q668250
Q689981
Q5003066
Q67772053
Q2243562
Q691966
Q688261
Q664376
Q668647
Q673786
Q573643
Q870354
Q2970117
Q519524
Q679478
Q1108708
Q691947
Q474938
Q1354897
Q678484
Q670256
Q691356
Q5408410
Q453648
Q680215
Q1604828
Q1652598
Q664346
Q870167
Q458673
Q2175245
Q16867546
Q688912
Q99512010
Q3662393
Q687130
Q693822
Q683914
Q1157640
Q664292
Q685343
Q1315504
Q663436
Q339236
Q382126
Q5638609
Q687290
Q2970439
Q1013583
Q477138
Q2175174
Q1013227
Q687250
Q1262431
Q383059
Q359967
Q2175376
Q1485350
Q1423722
Q2175325
Q5503254
Q2241751
Q1766397
Q683081
Q1404210
Q537748
Q665441
Q1012791
Q2175480
Q682449
Q5148001
Q684917
Q1277277
Q685261
Q5493931
Q1108722
Q1014334
Q683552
Q186586
Q1094121
Q5553647
Q24283789
Q15261844
Q175411
Q691236
Q5118815
Q1332077
Q2175194
Q2970284
Q452935
Q1015238
Q2969752
Q14661772
Q251766
Q1623600
Q1010707
Q1013732
Q682756
Q2968214
Q691869
Q2968859
Q1551542
Q1476803
Q1552127
Q679579
Q2242189
Q1370412
Q2246884
Q2273982
Q114510
Q1010936
Q2968320
Q1014494
Q1013078
Q1014091
Q258518
Q2175234
Q1624444
Q2167053
Q1011875
Q7909249
Q971167
Q1527890
Q2968060
Q1011548
Q2244176
Q2175270
Q866258
Q1014484
Q2175448
Q1012170
Q1013243
Q1012088
Q1013686
Q1011758
Q1012938
Q1013390
Q2971285
Q265890
Q29882781
Q2175385
Q1013891
Q1403097
Q1010734
Q2175247
Q1011332
Q1466642
Q1013356
Q433002
Q2240300
Q2968312
Q2971078
Q488281
Q1013226
Q2231051
Q2175472
Q1483036
Q254290
Q1526810
Q1723316
Q1012375
Q1014319
Q1010900
Q2175266
Q2968029
Q20012602
Q225551
Q1011317
Q29786484
Q7178347
Q2175272
Q5331756
Q6374795
Q1014600
Q56526644
Q29928365
Q1015229
Q7236968
Q455214
Q2175365
Q1011937
Q1012438
Q1012564
Q1247344
Q1769649
Q2175339
Q745681
Q1012539
Q28969839
Q1355887
Q29881748
Q3533653
Q1334241
Q1012057
Q1011037
Q1757902
Q1404205
Q2570563
Q15225693
Q2175404
Q1014040
Q1736132
Q1011258
Q5503257
Q1013259
Q7998102
Q2967944
Q1357419
Q1011680
Q7363293
Q2970063
Q2175322
Q15213175
Q2242245
Q1011745
Q1771163
Q1011695
Q2970455
Q1480000
Q1456698
Q980405
Q1438954
Q1806562
Q20012427
Q1016058
Q3533599
Q1011335
Q29525468
Q1014666
Q1806013
Q1156041
Q1715185
Q2968272
Q1537155
Q1138940
Q1014007
Q29786047
Q2175187
Q1012279
Q7376895
Q1013367
Q29932470
Q1012107
Q439584
Q15127370
Q5594202
Q2175269
Q2175178
Q1157656
Q29652091
Q1416087
Q1012010
Q1541728
Q1011853
Q1015428
Q2968608
Q2971343
Q1013043
Q1727529
Q2175191
Q2175363
Q679553
Q1231512
Q1011254
Q1013345
Q101239321
Q4818521
Q29573997
Q4661682
Q1652246
Q1284411
Q29525748
Q2175414
Q912500
Q29688084
Q1011142
Q2175435
Q2175273
Q5586285
Q1011313
Q1534694
Q29880562
Q1013340
Q67772264
Q2175329
Q1011323
Q2175166
Q4848471
Q2175214
Q17041680
Q19362852
Q1012273
Q1421777
Q2971473
Q1441479
Q1010963
Q1011294
Q29786710
Q1015539
Q2175411
Q2175475
Q1566608
Q29890913
Q1979319
Q1013429
Q2175392
Q29786890
Q1010967
Q2175444
Q1429472
Q687225
Q28969986
Q4848470
Q2175459
Q19362831
Q23784216
Q1505312
Q2175371
Q29650558
Q1231232
Q1014149
Q1016000
Q992548
Q1011842
Q1011782
Q1013241
Q1010706
Q6950172
Q1012792
Q2175202
Q1012684
Q971282
Q1763336
Q2175278
Q11503134
Q1013239
Q2175168
Q29675700
Q1012276
Q1013231
Q2175512
Q1075497
Q67772150
Q2970347
Q1013327
Q2175418
Q1638048
Q2969759
Q1493269
Q1013983
Q1700496
Q1433803
Q4827245
Q1014035
Q7387495
Q24294758
Q2175281
Q4811846
Q20012680
Q1012097
Q2175337
Q1575815
Q2970241
Q2175280
Q28000760
Q21100352
Q101515803
Q19950929
Q1013513
Q2175501
Q29698908
Q1799141
Q1013941
Q14565339
Q994795
Q88645564
Q29525812
Q1010994
Q25964640
Q1011876
Q2968198
Q14558523
Q1014352
Q1576670
Q19362404
Q1801797
Q14538238
Q67772251
Q19276110
Q2175367
Q1012608
Q29933068
Q1111009
Q1012102
Q102112421
Q1010836
Q1014411
Q29034142
Q2175360
Q2175180
Q14553724
Q1012249
Q2175182
Q1012801
Q29883194
Q101445911
Q1011871
Q14538239
Q1335263
Q1666922
Q1014596
Q29696554
Q1499545
Q2175223
Q2970983
Q1560310
Q2969163
Q56300825
Q1665132
Q1554653
Q104216667
Q3533327
Q6534487
Q2175317
Q6171988
Q29167262
Q1013681
Q2175287
Q1013144
Q104208167
Q104381836
Q2969836
Q1014188
Q1704025
Q55722653
Q29932951
Q1013730
Q23784083
Q1011453
Q29786711
Q2968367
Q102250805
Q104523589
Q29883141
Q1473523
Q1011329
Q1011840
Q29932467
Q6906665
Q29521724
Q67772067
Q7228180
Q29883259
Q105011193
Q1010722
Q2175432
Q89671040
Q1013044
Q1013824
Q4948642
Q29677819
Q1600143
Q5456517
Q104905992
Q2240261
Q5506774
Q1012383
Q1011319
Q1048854
Q18326495
Q1014030
Q14622206
Q2242661
Q881575
Q104383057
Q104905991
Q29891122
Q1012857
Q2664418
Q1013889
Q2175461
Q67772030
Q63348835
Q1014301
Q1613951
Q29523056
Q1011946
Q2460889
Q29785287
Q1011846
Q84603141
Q3662402
Q1013807
Q102218026
Q1012121
Q103944033
Q29927382
Q29932898
Q67772173
Q29677834
Q89411952
Q67772269
Q102512512
Q56649014
Q29892304
Q4848432
Q15843321
Q14757758
Q2971852
Q2175277
Q29523387
Q3533590
Q2175373
Q4898673
Q8074984
Q67772388
Q67772742
Q7897586
Q1013745
Q6420259
Q29785426
Q67772274
Q1170119
Q25247951
Q7445682
Q56302187
Q28500459
Q2175319
Q4982668
Q104530246
Q7564055
Q26822224
Q2175320
Q2175381
Q5951350
Q67772280
Q29522035
Q4907645
Q56302317
Q27864151
Q1701908
Q29882777
Q29890753
Q29573934
Q29892233
Q29785370
Q18482140
Q29927450
Q29927439
Q67772231
Q29687339
Q29580240
Q13530108
Q22484326
Q67772228
Q1659306
Q29890628
Q29890861
Q98426908
Q29890774
Q29882831
Q29883318
Q29928905
Q29891117
Q29580716
Q29929292
